Version,Release Date,Archived?,SoftwareVersionExternalIdentifier,Minimum iOS,Notes,Link
2.142.44504,03/25/2014,Yes,482192862,iOS 5.0,,https://www.mediafire.com/file/zc0tf8q7r3s9bxg/ROBLOX_2.142.44504.ipa/file
2.143.44717,03/31/2014,Yes,501232668,iOS 5.0,,https://www.mediafire.com/file/yshasptoo644xe2/ROBLOX_2.143.44717.ipa/file
2.144.45017,04/07/2014,Yes,521552667,iOS 5.0,,https://www.mediafire.com/file/jjavtzjej35g7qy/ROBLOX_2.144.45017.ipa/file
2.145.45304,04/13/2014,Yes,543502703,iOS 5.0,,https://www.mediafire.com/file/vx9n4fortkjt20d/ROBLOX_2.145.45304.ipa/file
2.147.45744,04/27/2014,Yes,567602639,iOS 5.0,,https://www.mediafire.com/file/5y0vhr9ez8o2i6n/ROBLOX_2.147.45744.ipa/file
2.148.45925,05/04/2014,Yes,575512727,iOS 5.0,,https://drive.google.com/file/d/1Oa1RnBJRexGXxlEKR0aDAYgqG5-qhBWi/view?usp=sharing
2.149.46203,05/09/2014,Yes,583562772,iOS 5.0,,https://www.mediafire.com/file/r68elrwxqsufhvr/ROBLOX_2.149.46203.ipa/file
2.150.46522,05/18/2014,Yes,589223143,iOS 5.0,,https://www.mediafire.com/file/ui2y7ef2yyy9fau/ROBLOX+2.150.46522+(Decrypted).ipa/file
2.151.46786,05/26/2014,Yes,591552822,iOS 5.0,,https://www.mediafire.com/file/lb6v5adg5xhkz2s/ROBLOX_2.151.46786.ipa/file
2.152.46962,06/01/2014,Yes,593882795,iOS 5.0,,https://www.mediafire.com/file/sfsks38f4axjg52/ROBLOX_2.152.46962.ipa/file
2.153.47231,06/08/2014,Yes,596432687,iOS 5.0,,https://www.mediafire.com/file/enlu2788vxgdz6g/ROBLOX_2.153.47231.ipa/file
2.154.47383,06/17/2014,Yes,601173661,iOS 5.0,,https://drive.google.com/file/d/1H-1DXnC47JmFNlbWJQ4fOW9PdYSS40lP/view?usp=sharing
2.159.48929,07/23/2014,Yes,607182660,iOS 5.0,,https://www.mediafire.com/file/00eua6q7e1wttuh/ROBLOX_2.159.48929_%2528Decrypted%2529.ipa/file
2.160.49418,07/29/2014,Yes,651054662,iOS 5.0,Counterpart to Survive the Disasters 1.160.49418,https://www.mediafire.com/file/y5wnpz1kg396sw0/ROBLOX+2.160.49418+(Decrypted).ipa/file
2.161.49588,08/05/2014,Yes,657122644,iOS 5.0,,https://www.mediafire.com/file/9xvkmhiftbrtpm7/ROBLOX_2.161.49588.ipa/file
2.162.49770,08/11/2014,Yes,662932971,iOS 5.0,,https://www.mediafire.com/file/66ksdwcojelce42/ROBLOX_2.162.49770.ipa/file
2.163.50106,08/17/2014,Yes,673062661,iOS 5.0,,https://www.mediafire.com/file/87cbiy8r3zrkfar/ROBLOX_2.163.50106.ipa/file
2.164.50577,08/20/2014,Yes,685582912,iOS 5.0,,https://www.mediafire.com/file/xltc8xqnyhwd4q5/ROBLOX_2.164.50577.ipa/file
2.165.50938,09/01/2014,Yes,693793284,iOS 5.0,,https://www.mediafire.com/file/wd1og00r75g6zpl/ROBLOX_2.165.50938.ipa/file
2.166.50996,09/11/2014,Yes,697952667,iOS 5.0,Archived with help from lunar#0012,https://drive.google.com/file/d/1HINcbed1eaWq4Rg80xFfTT2ZG04f-Elm/view?usp=sharing
2.167.51261,09/22/2014,Yes,710312674,iOS 5.0,Last version to require iOS 5.0,https://www.mediafire.com/file/ajg8lzwubo7vhyl/ROBLOX_2.167.ipa/file
2.169.52010,10/07/2014,Yes,718462828,iOS 6.0,First of only two versions to require iOS 6.0,https://www.mediafire.com/file/go65d2p0nl4n6i9/ROBLOX_2.169.ipa/file
2.172.52864,10/29/2014,Yes,747802688,iOS 6.0,Last version with old UI (skeuomorphic),https://www.mediafire.com/file/6vowjw3imv759hr/ROBLOX_2.172.52864_%2528Decrypted%2529.ipa/file
2.174.53396,11/05/2014,Yes,770174042,iOS 7.0,First version with new UI (flat),https://www.mediafire.com/file/gva0elmypujs33z/ROBLOX_2.174.ipa/file
2.176.53881,01/13/2015,Yes,784422685,iOS 7.0,,https://www.mediafire.com/file/e5j6ljal5jfvztn/ROBLOX_2.176.53881_%2528Decrypted%2529.ipa/file
2.180.55241,01/26/2015,Yes,811576221,iOS 7.0,,https://www.mediafire.com/file/lsdcmns29uupz9w/ROBLOX_2.180.ipa/file
2.183.55974,02/11/2015,Yes,811681972,iOS 7.0,,https://www.mediafire.com/file/tesw8shj6iik18k/ROBLOX_2.183.ipa/file
2.184.56182,02/22/2015,Yes,811787300,iOS 7.0,,https://www.mediafire.com/file/hel0cqzrbadws4u/ROBLOX_2.184.ipa/file
2.185.56936,03/01/2015,Yes,811856363,iOS 7.0,,https://www.mediafire.com/file/2587v1w5t49zaz3/ROBLOX_2.185.56936.ipa/file
2.185.56982,03/03/2015,Yes,811910604,iOS 7.0,"First known version with new UI, 64-bit support",https://www.mediafire.com/file/599aawo2bulmal9/ROBLOX_2.185.56982_%2528Decrypted%2529.zip/file
2.189.57438,03/23/2015,Yes,812006586,iOS 7.0,,https://drive.google.com/file/d/1AGRGg_9LQkTl4Tz5XKdfTon-mfa_yocx/view?usp=sharing
2.190.57794,04/06/2015,Yes,812085365,iOS 7.0,,https://drive.google.com/file/d/1mV6-WTyB5aDDwUXZTgRl9qDbjMPFjF2w/view?usp=sharing
2.192.58344,04/21/2015,Yes,812181612,iOS 7.0,Archived by lololobollose and sahellll on Discord,https://www.mediafire.com/file/oimndaqmeluw53z/ROBLOX+2.192.58344.ipa/file
2.196.59620,05/25/2015,Yes,812307114,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2015/ROBLOX%202.196.59620.ipa
2.197.60133,06/10/2015,Yes,812556875,iOS 7.0,,https://www.mediafire.com/file/iwivb2gbu3ycd18/ROBLOX_2.197.60133_%2528Decrypted%2529.ipa/file
2.199.60486,06/21/2015,Yes,812630163,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2015/ROBLOX%202.199.60486.ipa
2.203.61208,07/12/2015,Yes,812817779,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2015/ROBLOX%202.203.61208.ipa
2.204.61604,07/19/2015,Yes,812851643,iOS 7.0,,https://www.mediafire.com/file/516far3pcsrqdsl/ROBLOX+2.204.61604+(Decrypted).ipa/file
2.205.61876,07/28/2015,Yes,812911944,iOS 7.0,Can connect to 7-29-2015 RCC (rcc patch required),https://www.mediafire.com/file/11iv5w603fhqs2m/ROBLOX+2.205.61876+(Decrypted).ipa/file
2.206.62132,08/04/2015,Yes,812984957,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2015/ROBLOX%202.206.62132.ipa
2.207.62260,08/10/2015,Yes,813039792,iOS 7.0,,https://drive.google.com/file/d/1M9GUhKCuU84fIJXqGhT6HOayxowoMerZ/view?usp=sharing
2.209.62880,08/23/2015,Yes,813160491,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2015/ROBLOX%202.209.62880.ipa
2.210.63085,09/01/2015,Yes,813213685,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2015/ROBLOX%202.210.63085.ipa
2.211.63329,09/13/2015,Yes,813267687,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2015/ROBLOX%202.211.63329.ipa
2.212.63487,09/20/2015,Yes,813347069,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2015/ROBLOX%202.212.63487.ipa
2.213.63994,09/23/2015,Yes,813436478,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2015/ROBLOX%202.213.63994.ipa
2.215.64407,10/08/2015,Yes,813614806,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2015/ROBLOX%202.215.64407.ipa
2.218.65279,11/02/2015,Yes,813782654,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2015/ROBLOX%202.218.65279.ipa
2.219.65545,11/15/2015,Yes,814491186,iOS 7.0,,https://drive.google.com/file/d/1UdE99oBP0kb2zPVUnh6izTQzBnLQ-EQB/view?usp=sharing
2.221.66284,11/29/2015,Yes,814736753,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2015/ROBLOX%202.221.66284.ipa
2.223.66841,12/09/2015,Yes,815160253,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2015/ROBLOX%202.223.66841.ipa
2.226.68062,01/20/2016,Yes,816109847,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2016/ROBLOX%202.226.68062.ipa
2.228.68457,02/02/2016,Yes,816247763,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2016/ROBLOX%202.228.68457.ipa
2.229.68780,02/03/2016,Yes,816360807,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2016/ROBLOX%202.229.68780.ipa
2.230.68937,02/16/2016,Yes,816431405,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2016/ROBLOX%202.230.68937.ipa
2.232.69914,02/29/2016,Yes,816564134,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2016/ROBLOX%202.232.69914.ipa
2.233.70116,03/07/2016,Yes,816634207,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2016/ROBLOX%202.233.70116.ipa
2.234.70730,03/14/2016,Yes,816703284,iOS 7.0,,https://www.mediafire.com/file/vjta4akarpqrfsi/ROBLOX_2.234.70730_%2528Decrypted%2529.ipa/file
2.238.71937,04/12/2016,Yes,816809372,iOS 7.0,,https://drive.google.com/file/d/14BMJmRWRzUIIi8uz9ucgIXfG0fBKDKoE/view?usp=sharing
2.238.72679,04/19/2016,Yes,817120382,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2016/ROBLOX%202.238.72679.ipa
2.242.73572,05/09/2016,Yes,817239618,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2016/ROBLOX%202.242.73572.ipa
2.243.74247,05/16/2016,Yes,817381824,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2016/ROBLOX%202.243.74247.ipa
2.246.75923,06/06/2016,Yes,817510985,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2016/ROBLOX%202.246.75923.ipa
2.250.74247,06/09/2016,Yes,817714508,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2016/ROBLOX%202.250.74247.ipa
2.250.77601,06/30/2016,Yes,817879249,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2016/ROBLOX%202.250.77601.ipa
2.251.79153,07/10/2016,Yes,817975319,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2016/ROBLOX%202.251.79153.ipa
2.251.79582,07/12/2016,Yes,818116145,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2016/ROBLOX%202.251.79582.ipa
2.253.80523,07/21/2016,Yes,818182024,iOS 7.0,,https://drive.google.com/file/d/1-6yT2OgjfUhsDHmuvUQpmezOozrYitjy/view?usp=sharing
2.253.81680,08/02/2016,Yes,818284521,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2016/ROBLOX%202.253.81680.ipa
2.253.82297,08/04/2016,Yes,818375754,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2016/ROBLOX%202.253.82297.ipa
2.257.84176,08/28/2016,Yes,818656504,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2016/ROBLOX%202.257.84176.ipa
2.260.86230,09/20/2016,Yes,818880016,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2016/ROBLOX%202.260.86230.ipa
2.263.88838,10/09/2016,Yes,819019754,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2016/ROBLOX%202.263.88838.ipa
2.264.89370,10/13/2016,Yes,819241814,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2016/ROBLOX%202.264.89370.ipa
2.265.89988,10/19/2016,Yes,819346926,iOS 7.0,,https://drive.google.com/file/d/12iPGvU2eIHvkrRscE5Sy5UlVDteY96Sb/view?usp=sharing
2.265.91736,10/27/2016,Yes,819419239,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2016/ROBLOX%202.265.91736.ipa
2.267.92468,11/03/2016,Yes,819562186,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2016/ROBLOX%202.267.92468.ipa
2.268.93534,11/09/2016,Yes,819684519,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2016/ROBLOX%202.268.93534.ipa
2.269.94916,11/17/2016,Yes,819783571,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2016/ROBLOX%202.269.94916.ipa
2.270.96141,12/04/2016,Yes,819935153,iOS 7.0,,https://drive.google.com/file/d/1XEgNGShcHRsO2ye_0adT4WnJJ3jirioX/view?usp=sharing
2.271.97392,12/08/2016,Yes,820050698,iOS 7.0,,https://archive.org/download/roblox-1.1.1/2016/ROBLOX%202.271.97392.ipa
2.274.100932,01/19/2017,Yes,820599496,iOS 8.0,,https://drive.google.com/file/d/1dqhJJFc_OjDvLREZeD0mCYcWVAoYCOuJ/view?usp=sharing
2.276.102913,02/07/2017,Yes,820653743,iOS 8.0,,https://www.mediafire.com/file/u434as80v2kh1hj/2.276.ipa/file
2.277.103968,02/12/2017,Yes,820879147,iOS 8.0,,https://www.mediafire.com/file/r0gf36l5tkkdx7d/2.277.ipa/file
2.278.104886,02/15/2017,Yes,820976708,iOS 8.0,,https://www.mediafire.com/file/g266dx9u1bqyfef/2.278.104.ipa/file
2.278.105843,02/19/2017,Yes,821013909,iOS 8.0,,https://www.mediafire.com/file/yuc58550rx1ew6z/ROBLOX_2.278.107023.ipa/file
2.278.107023,02/28/2017,Yes,821110777,iOS 8.0,,https://www.mediafire.com/file/8wz5ok249ymg4px/2.278.107.ipa/file
2.280.107170,03/05/2017,Yes,821166826,iOS 8.0,,https://drive.google.com/file/d/1gGJaVmVUHloDWaBs7BH7XAL8R0FjcX_j/view?usp=sharing
2.281.108281,03/07/2017,Yes,821231652,iOS 8.0,,https://www.mediafire.com/file/ypunbt62kl4g3xf/2.281.ipa/file
2.282.109386,03/15/2017,Yes,821337234,iOS 8.0,,https://www.mediafire.com/file/ezpokii21kfiyoh/2.282.ipa/file
2.283.111404,03/22/2017,Yes,821418886,iOS 8.0,,https://www.mediafire.com/file/kitpv2goss92ojb/2.283.ipa/file
2.284.112222,03/29/2017,Yes,821534003,iOS 8.0,,https://www.mediafire.com/file/w31q8if9wyuzaw0/2.284.ipa/file
2.285.113649,04/10/2017,Yes,821609950,iOS 8.0,,https://www.mediafire.com/file/mjf937bybxhhcvc/2.285.ipa/file
2.287.116644,04/23/2017,Yes,821795298,iOS 8.0,,https://www.mediafire.com/file/3yntuxtmox02e9q/2.287.ipa/file
2.288.119265,05/01/2017,Yes,821941400,iOS 8.0,,https://www.mediafire.com/file/ytc4co2erri571b/2.288.ipa/file
2.290.121615,05/10/2017,Yes,821994181,iOS 8.0,,https://www.mediafire.com/file/3xgke2i4zhr8pi0/2.290.ipa/file
2.291.122250,05/21/2017,Yes,822162070,iOS 8.0,,https://www.mediafire.com/file/7t2mitrlrfmtsts/2.291.ipa/file
2.292.124297,05/24/2017,Yes,822255940,iOS 8.0,,https://drive.google.com/file/d/1kXedxt6N6hwKSB6xDVL-0c2h4d4KpDv8/view?usp=sharing
2.293.126074,05/31/2017,Yes,822373080,iOS 8.0,,https://www.mediafire.com/file/glxaxb1ittfc5zv/2.293.126074.ipa/file
2.293.126451,06/01/2017,Yes,822392011,iOS 8.0,,https://www.mediafire.com/file/wsbgok7t8f30lr2/2.293.126451.ipa/file
2.294.126818,06/07/2017,Yes,822450452,iOS 8.0,,https://www.mediafire.com/file/h8ck6esvh0lj1fb/2.294.ipa/file
2.295.128490,06/14/2017,Yes,822542155,iOS 8.0,,https://www.mediafire.com/file/orbqos4eq6a5wd6/2.295.ipa/file
2.297.132847,06/27/2017,Yes,822678170,iOS 8.0,,https://www.mediafire.com/file/yey1p00c5qndabq/2.297.ipa/file
2.298.135069,07/12/2017,Yes,822860798,iOS 8.0,,https://drive.google.com/file/d/1qFpYoMncw_R82pWYxf-NFrx7kSfmygrm/view?usp=sharing
2.299.137632,07/20/2017,Yes,822942396,iOS 8.0,,https://www.mediafire.com/file/10k3v7do0w0cv5s/2.299.ipa/file
2.300.138670,07/25/2017,Yes,822993840,iOS 8.0,,https://www.mediafire.com/file/d616ynfecxcuyee/2.300.ipa/file
2.301.140216,08/01/2017,Yes,823093365,iOS 8.0,,https://www.mediafire.com/file/mxh43acrwj4f323/2.301.ipa/file
2.302.142541,08/09/2017,Yes,823236255,iOS 8.0,,https://www.mediafire.com/file/krkv9c4y90xp4i6/2.302.ipa/file
2.303.144094,08/15/2017,Yes,823316240,iOS 8.0,,https://www.mediafire.com/file/pp6frm93mjx1zqm/2.303.ipa/file
2.305.145834,08/30/2017,Yes,823400482,iOS 8.0,,https://drive.google.com/file/d/1KYzNA1HUvsmxXR_815c0G3Cuoe74EU1m/view?usp=sharing
2.306.147994,09/05/2017,Yes,823445022,iOS 8.0,,https://www.mediafire.com/file/fkegl1xj0h1l2yv/2.306.ipa/file
2.307.149105,09/13/2017,Yes,823636168,iOS 8.0,,https://www.mediafire.com/file/22ab7k2rbfad3tv/2.307.ipa/file
2.308.150864,09/27/2017,Yes,823720745,iOS 8.0,,https://www.mediafire.com/file/9h86gf1joh6a0ts/2.308.ipa/file
2.310.155249,10/15/2017,Yes,823911191,iOS 8.0,,https://www.mediafire.com/file/ds2agavho39outv/2.310.ipa/file
2.313.159574,10/25/2017,Yes,824040646,iOS 8.0,,https://www.mediafire.com/file/lyrqw885krjwxvk/2.313.ipa/file
2.314.161197,11/02/2017,Yes,824217262,iOS 8.0,,https://www.mediafire.com/file/mm7x3rbmrreg7rd/2.314.ipa/file
2.315.163096,11/09/2017,Yes,824290559,iOS 8.0,,https://drive.google.com/file/d/1rfI3dLuHl18kYuG8gnhsUNWD7J2vIXx5/view?usp=sharing
2.315.164113,11/11/2017,Yes,824370886,iOS 8.0,,https://www.mediafire.com/file/3nfudcm5x0vmy9f/2.315.ipa/file
2.316.164791,11/15/2017,Yes,824411926,iOS 8.0,,https://www.mediafire.com/file/oyfljwkanmdomdr/2.316.ipa/file
2.317.167174,11/29/2017,Yes,825009860,iOS 8.0,,https://www.mediafire.com/file/e75bcar20eqta0m/2.317.ipa/file
2.318.168780,12/06/2017,Yes,825226663,iOS 8.0,,https://www.mediafire.com/file/dickfplsw1lpo26/2.318.ipa/file
2.319.172390,01/07/2018,Yes,825502753,iOS 8.0,,https://www.mediafire.com/file/do9e5dbpdv5dxdx/2.319.ipa/file
2.320.173223,01/09/2018,Yes,825585008,iOS 8.0,,https://www.mediafire.com/file/ng17382iqvrvmd8/2.320.ipa/file
2.321.174771,01/21/2018,Yes,825697964,iOS 8.0,,https://www.mediafire.com/file/y7bzlcbw77z6qa5/2.321.ipa/file
2.323.177760,01/30/2018,Yes,825836089,iOS 8.0,,https://www.mediafire.com/file/cloag3fs1lh8h9d/2.323.ipa/file
2.324.180084,02/11/2018,Yes,825946424,iOS 8.0,,https://drive.google.com/file/d/1rfI3dLuHl18kYuG8gnhsUNWD7J2vIXx5/view?usp=sharing
2.325.181080,02/14/2018,Yes,825998247,iOS 8.0,,https://archive.org/download/ultimaterobloxmobilearchive/iOS/Roblox/2018/ROBLOX%202.325.181080.ipa
2.326.182923,02/21/2018,Yes,826062062,iOS 8.0,,https://archive.org/download/ultimaterobloxmobilearchive/iOS/Roblox/2018/ROBLOX%202.326.182923.ipa
2.327.184115,02/28/2018,Yes,826127581,iOS 8.0,,https://archive.org/download/ultimaterobloxmobilearchive/iOS/Roblox/2018/ROBLOX%202.327.184155.ipa
2.328.186191,03/07/2018,Yes,826191692,iOS 8.0,,https://archive.org/download/ultimaterobloxmobilearchive/iOS/Roblox/2018/ROBLOX%202.328.186191.ipa
2.330.189424,03/21/2018,Yes,826394879,iOS 8.0,,https://archive.org/download/ultimaterobloxmobilearchive/iOS/Roblox/2018/ROBLOX%202.330.189424.ipa
2.331.191385,03/27/2018,Yes,826473109,iOS 8.0,,https://archive.org/download/ultimaterobloxmobilearchive/iOS/Roblox/2018/ROBLOX%202.331.191385.ipa
2.332.192405,04/04/2018,Yes,826518154,iOS 8.0,,https://archive.org/download/ultimaterobloxmobilearchive/iOS/Roblox/2018/ROBLOX%202.332.192405.ipa
2.333.193867,04/10/2018,Yes,826638145,iOS 8.0,,https://archive.org/download/ultimaterobloxmobilearchive/iOS/Roblox/2018/ROBLOX%202.333.193867.ipa
2.334.196825,04/18/2018,Yes,826739088,iOS 8.0,,https://archive.org/download/ultimaterobloxmobilearchive/iOS/Roblox/2018/ROBLOX%202.334.196825.ipa
2.335.197549,04/24/2018,Yes,826811528,iOS 8.0,,https://archive.org/download/ultimaterobloxmobilearchive/iOS/Roblox/2018/ROBLOX%202.335.197549.ipa
2.336.199282,05/07/2018,Yes,826918227,iOS 8.0,,https://archive.org/download/ultimaterobloxmobilearchive/iOS/Roblox/2018/ROBLOX%202.336.199282.ipa
2.337.201523,05/13/2018,Yes,827127116,iOS 8.0,,https://archive.org/download/ultimaterobloxmobilearchive/iOS/Roblox/2018/ROBLOX%202.337.201523.ipa
2.339.206352,05/29/2018,Yes,827253395,iOS 8.0,,https://archive.org/download/ultimaterobloxmobilearchive/iOS/Roblox/2018/ROBLOX%202.339.206352.ipa
2.340.207129,06/04/2018,Yes,827403508,iOS 8.0,,https://archive.org/download/ultimaterobloxmobilearchive/iOS/Roblox/2018/ROBLOX%202.340.207129.ipa
2.341.208519,06/11/2018,Yes,827489749,iOS 8.0,,https://archive.org/download/ultimaterobloxmobilearchive/iOS/Roblox/2018/ROBLOX%202.341.208519.ipa
2.342.212340,06/17/2018,Yes,827563002,iOS 8.0,,https://archive.org/download/ultimaterobloxmobilearchive/iOS/Roblox/2018/ROBLOX%202.342.212340.ipa
2.343.213411,06/25/2018,Yes,827640610,iOS 8.0,,https://archive.org/download/ultimaterobloxmobilearchive/iOS/Roblox/2018/ROBLOX%202.343.213411.ipa
2.344.215411,07/10/2018,Yes,827729456,iOS 8.0,,https://archive.org/download/ultimaterobloxmobilearchive/iOS/Roblox/2018/ROBLOX%202.344.215411.ipa
2.345.219036,07/15/2018,Yes,827880105,iOS 8.0,,https://archive.org/download/ultimaterobloxmobilearchive/iOS/Roblox/2018/ROBLOX%202.345.219036.ipa
2.346.222214,07/22/2018,Yes,827945391,iOS 8.0,Archived by GuestDreemurr on Discord,https://www.mediafire.com/file/rj9kjn21s97ms9b/com.roblox.robloxmobile-2.346.222214.ipa/file
2.348.228302,08/06/2018,Yes,828117434,iOS 8.0,Archived by yyyyy#9380,https://www.mediafire.com/file/1bnmt62ns5z6kod/ROBLOX+2.348.228302+Decrypted.ipa/file
2.349.230330,08/12/2018,Yes,828195011,iOS 8.0,,https://archive.org/download/ultimaterobloxmobilearchive/iOS/Roblox/2018/ROBLOX%202.349.230330.ipa
2.350.231118,08/20/2018,Yes,828274089,iOS 8.0,,https://archive.org/download/ultimaterobloxmobilearchive/iOS/Roblox/2018/ROBLOX%202.350.231118.ipa
2.351.232950,08/26/2018,Yes,828350857,iOS 8.0,,https://archive.org/download/ultimaterobloxmobilearchive/iOS/Roblox/2018/ROBLOX%202.351.232950.ipa
2.352.235677,09/03/2018,Yes,828417449,iOS 8.0,,https://archive.org/download/ultimaterobloxmobilearchive/iOS/Roblox/2018/ROBLOX%202.352.235677.ipa
2.353.236588,09/09/2018,Yes,828484744,iOS 8.0,"Archived by ""aep"" on Discord",https://www.mediafire.com/file/i1kymqhyrboq8zd/ROBLOX_2.353.236588.ipa/file
2.354.238701,09/16/2018,Yes,828571415,iOS 8.0,,https://archive.org/download/ultimaterobloxmobilearchive/iOS/Roblox/2018/ROBLOX%202.354.238701.ipa
2.355.241665,09/25/2018,Yes,828685101,iOS 8.0,,https://www.mediafire.com/file/ddrk7mbg5hhzadb/ROBLOX_2.355.241665.ipa/file
2.356.243365,09/30/2018,Yes,828737785,iOS 8.0,,https://archive.org/download/ultimaterobloxmobilearchive/iOS/Roblox/2018/ROBLOX%202.356.243365.ipa
2.357.244832,10/07/2018,Yes,828838369,iOS 8.0,,https://archive.org/download/ultimaterobloxmobilearchive/iOS/Roblox/2018/ROBLOX%202.357.244832.ipa
2.358.246716,10/14/2018,Yes,828884411,iOS 8.0,,https://archive.org/download/ultimaterobloxmobilearchive/iOS/Roblox/2018/ROBLOX%202.358.246716.ipa
2.359.249529,10/21/2018,Yes,828982382,iOS 8.0,,https://www.mediafire.com/file/fv250t7qbfus6uy/2.359.ipa/file
2.360.253064,10/29/2018,Yes,829065818,iOS 8.0,,https://www.mediafire.com/file/hsax6pqd4aalj0c/Roblox+2.360.253064.ipa/file
2.362.255825,11/26/2018,Yes,829138308,iOS 8.0,,https://archive.org/download/ultimaterobloxmobilearchive/iOS/Roblox/2018/ROBLOX%202.362.255825.ipa
2.364.262407,12/05/2018,Yes,829510617,iOS 8.0,,https://archive.org/download/ultimaterobloxmobilearchive/iOS/Roblox/2018/ROBLOX%202.364.262407.ipa
2.365.265265,12/10/2018,Yes,829558030,iOS 8.0,,https://archive.org/download/ultimaterobloxmobilearchive/iOS/Roblox/2018/ROBLOX%202.365.265265.ipa
2.366.266498,12/12/2018,Yes,829610963,iOS 8.0,,https://archive.org/download/ultimaterobloxmobilearchive/iOS/Roblox/2018/ROBLOX%202.366.266498.ipa
2.366.267700,12/14/2018,Yes,829641469,iOS 8.0,,https://archive.org/download/ultimaterobloxmobilearchive/iOS/Roblox/2018/ROBLOX%202.366.267700.ipa
2.367.269925,01/14/2019,Yes,829887716,iOS 8.0,,https://www.mediafire.com/file/7p5a18r0tsaqky8/2.367.ipa/file
2.368.271345,01/21/2019,Yes,829998184,iOS 8.0,,https://www.mediafire.com/file/oeg2edjhaa31ug8/com.roblox.robloxmobile_2.368.271345.ipa/file
2.369.274489,01/29/2019,Yes,830066371,iOS 8.0,,https://www.mediafire.com/file/a5panp1vwrfkhmb/2.369.ipa/file
2.370.276837,02/05/2019,Yes,830162378,iOS 8.0,,https://www.mediafire.com/file/h7x2bahvb67mkw6/com.roblox.robloxmobile+2.370.276837.ipa/file
2.371.276568,02/11/2019,Yes,830223598,iOS 8.0,,https://www.mediafire.com/file/re8zx0oktav975x/2.371.ipa/file
2.372.278233,02/19/2019,Yes,830284455,iOS 8.0,,https://www.mediafire.com/file/d7l1muusbb41rpr/2.372.ipa/file
2.373.280591,02/25/2019,Yes,830400033,iOS 8.0,,https://www.mediafire.com/file/n9c9oz8sghlo02f/2.373.ipa/file
2.374.282978,03/01/2019,Yes,830448901,iOS 8.0,,https://www.mediafire.com/file/jsj1m43iwlb93tc/2.374.ipa/file
2.375.284048,03/13/2019,Yes,830552835,iOS 8.0,,https://www.mediafire.com/file/b7pjgkgcp1i7inn/2.375.ipa/file
2.376.286907,03/18/2019,Yes,830636176,iOS 8.0,,https://www.mediafire.com/file/yr2gm0hodea9br2/2.376.ipa/file
2.378.290628,04/03/2019,Yes,830828297,iOS 8.0,,https://www.mediafire.com/file/ou78vsdsusmkk61/Roblox+2.378.290628.ipa/file
2.379.294167,04/10/2019,Yes,830874201,iOS 8.0,,https://www.mediafire.com/file/tsyt14opujxh9po/2.379.ipa/file
2.380.294446,04/15/2019,Yes,830955019,iOS 8.0,,https://www.mediafire.com/file/7qx9pypi9iwh10x/2.380.ipa/file
2.381.295409,04/22/2019,Yes,831021922,iOS 8.0,,https://www.mediafire.com/file/m7g5u29k7qc4qtp/2.381.ipa/file
2.382.297104,04/30/2019,Yes,831137813,iOS 8.0,,https://www.mediafire.com/file/zadyu9js2k3du8q/2.382.ipa/file
2.383.299732,05/07/2019,Yes,831173208,iOS 8.0,,https://www.mediafire.com/file/5r5dr1iehjgzoys/2.383.ipa/file
2.384.302565,05/14/2019,Yes,831284001,iOS 8.0,,https://www.mediafire.com/file/e1bvnpq4ncjuuwc/2.384.ipa/file
